nb_A,nb_W,nb_A_W
34733.0,2046.75,36779.75
34620.4,1978.9,36599.3
36676.6,2063.25,38739.85
37317.05,2082.35,39399.4
37777.35,2061.8,39839.15
37423.5,2033.2,39456.7
39304.1,2177.85,41481.95
41290.95,2262.45,43553.4
41881.5,2275.7,44157.2
41280.3,2299.45,43579.75
41526.3,2314.35,43840.65
44723.6,2504.95,47228.55
45136.85,2543.5,47680.35
45249.5,2556.15,47805.65
45434.85,2567.25,48002.1
49360.75,2525.1,51885.85
51301.25,2502.5,53803.75
51228.35,2499.95,53728.3
49322.75,2381.5,51704.25
47411.75,2407.3,49819.05
40799.7,2229.3,43029.0
40331.3,2253.15,42584.45
38798.95,2206.85,41005.8
41189.65,2433.65,43623.3
43577.8,2585.9,46163.7
44371.9,2587.45,46959.35
43003.85,2416.1,45419.95
40944.3,2333.9,43278.2
40070.35,2305.3,42375.65
39782.8,2273.1,42055.9
39405.95,2226.6,41632.55
36106.4,2027.4,38133.8
35762.75,2009.25,37772.0
35791.6,2019.6,37811.2
36139.2,2073.85,38213.05
35022.5,2490.35,37512.85
33368.15,2521.85,35890.0
33544.05,2543.8,36087.85
34860.25,2492.9,37353.15
35392.6,2488.05,37880.65
37995.35,2518.15,40513.5
39725.85,2568.7,42294.55
39340.75,2532.65,41873.4
36386.9,2308.0,38694.9
33295.75,2126.1,35421.85
32504.35,2105.25,34609.6
31818.7,2094.5,33913.2
31457.2,2080.6,33537.8
31860.8,2079.1,33939.9
32439.9,2098.45,34538.35
32501.35,2119.65,34621.0
32901.0,2110.6,35011.6
32689.9,2098.35,34788.25
32791.1,2080.1,34871.2
30952.05,1991.9,32943.95
26847.95,1575.25,28423.2
27212.1,1580.45,28792.55
27308.45,1619.35,28927.8
26307.6,1598.65,27906.25
25496.4,1607.75,27104.15
23484.65,1619.35,25104.0
22755.65,1616.15,24371.8
22961.95,1625.6,24587.55
24085.2,1664.45,25749.65
25541.1,1712.3,27253.4
26062.8,1735.7,27798.5
26756.0,1795.7,28551.7
28128.15,1836.55,29964.7
27796.85,1844.45,29641.3
27458.3,1816.1,29274.4
27775.7,1859.2,29634.9
28035.4,1909.15,29944.55
28081.05,1918.95,30000.0
28059.85,1920.25,29980.1
27973.75,1895.95,29869.7
27887.3,1903.8,29791.1
27849.1,1879.95,29729.05
28169.6,1815.75,29985.35
27803.6,1831.4,29635.0
27860.3,1815.75,29676.05
27008.55,1736.4,28744.95
26081.65,1705.45,27787.1
25578.35,1680.65,27259.0
24159.45,1592.9,25752.35
23650.25,1586.7,25236.95
24030.7,1650.0,25680.7
23496.85,1596.35,25093.2
22344.1,1547.5,23891.6
22662.25,1562.0,24224.25
23215.25,1624.15,24839.4
23342.3,1646.85,24989.15
22707.3,1628.55,24335.85
23846.25,1741.75,25588.0
23933.85,1806.95,25740.8
23863.25,1820.5,25683.75
23964.5,1802.9,25767.4
24442.55,1799.55,26242.1
25475.75,1815.75,27291.5
26615.8,1889.45,28505.25
27369.4,1953.25,29322.65
27790.1,2015.8,29805.9
28120.5,1992.35,30112.85
27926.1,1989.9,29916.0
28041.2,2015.9,30057.1
27361.05,1973.65,29334.7
27052.6,1890.3,28942.9
27198.0,1898.6,29096.6
27198.4,1906.05,29104.45
26771.9,1871.35,28643.25
26083.85,1809.2,27893.05
28179.85,1770.35,29950.2
29054.4,1751.2,30805.6
28177.9,1608.9,29786.8
28277.45,1547.5,29824.95
28811.55,1580.55,30392.1
29401.4,1640.65,31042.05
28621.6,1674.8,30296.4
27143.5,1680.75,28824.25
26985.1,1633.9,28619.0
26627.35,1571.2,28198.55
29871.8,1547.9,31419.7
30228.55,1563.95,31792.5
31378.7,1599.95,32978.65
31980.3,1660.35,33640.65
31979.75,1652.7,33632.45
31332.2,1672.65,33004.85
31577.55,1684.0,33261.55
31817.5,1715.5,33533.0
32244.3,1781.8,34026.1
32557.1,1811.6,34368.7
30327.7,1812.3,32140.0
30897.35,1834.15,32731.5
31262.85,1888.05,33150.9
31595.05,1885.9,33480.95
31589.3,1859.8,33449.1
31114.95,1802.8,32917.75
30834.75,1788.95,32623.7
30914.0,1773.15,32687.15
30457.5,1776.4,32233.9
30149.4,1792.9,31942.3
27141.75,1794.05,28935.8
27132.75,1807.9,28940.65
26549.6,1770.75,28320.35
26174.4,1722.2,27896.6
26186.6,1715.2,27901.8
26948.0,1722.3,28670.3
26884.55,1707.7,28592.25
26652.85,1736.95,28389.8
26275.25,1703.8,27979.05
25923.25,1678.2,27601.45
25573.35,1644.35,27217.7
24616.65,1627.3,26243.95
24436.95,1608.5,26045.45
23915.8,1615.35,25531.15
23659.25,1608.0,25267.25
23494.45,1617.8,25112.25
23734.65,1618.7,25353.35
23804.15,1641.7,25445.85
23488.85,1635.75,25124.6
23358.0,1652.45,25010.45
23232.5,1649.05,24881.55
22700.2,1652.75,24352.95
22576.9,1672.3,24249.2
22578.0,1665.0,24243.0
22479.2,1707.0,24186.2
21576.35,1673.5,23249.85
21249.5,1638.05,22887.55
21244.8,1559.95,22804.75
21565.45,1543.2,23108.65
21580.1,1560.7,23140.8
21337.1,1552.95,22890.05
20808.4,1533.55,22341.95
20334.3,1506.7,21841.0
20310.9,1503.85,21814.75
20418.0,1513.7,21931.7
20355.55,1533.05,21888.6
19873.5,1502.15,21375.65
19650.0,1451.3,21101.3
19589.0,1416.4,21005.4
19812.05,1421.7,21233.75
20552.9,1516.95,22069.85
20630.35,1502.95,22133.3
20394.55,1483.85,21878.4
20084.05,1465.2,21549.25
19681.1,1422.9,21104.0
19741.4,1443.55,21184.95
19537.0,1452.5,20989.5
26187.25,1479.15,27666.4
30807.75,1491.7,32299.45
39539.35,1490.7,41030.05
40949.1,1526.75,42475.85
41210.65,1558.4,42769.05
41876.55,1629.3,43505.85
42196.7,1755.5,43952.2
43281.35,1825.8,45107.15
43925.5,1857.0,45782.5
44126.0,1879.2,46005.2
44254.8,1915.55,46170.35
43988.05,1919.65,45907.7
43895.0,1879.45,45774.45
43092.15,1759.8,44851.95
43189.85,1769.8,44959.65
43356.75,1799.15,45155.9
43706.5,1839.7,45546.2
44064.3,1837.6,45901.9
43903.1,1817.45,45720.55
44052.8,1851.95,45904.75
37572.0,1890.35,39462.35
33005.15,1870.75,34875.9
24486.25,1855.35,26341.6
23588.0,1822.75,25410.75
23403.4,1776.5,25179.9
22677.0,1725.45,24402.45
22471.1,1610.9,24082.0
21324.7,1537.3,22862.0
20782.3,1485.35,22267.65
20855.75,1479.45,22335.2
20796.3,1473.85,22270.15
20688.05,1463.05,22151.1
20432.25,1435.2,21867.45
20441.15,1430.9,21872.05
19929.15,1388.3,21317.45
19916.5,1353.3,21269.8
20020.25,1323.55,21343.8
20171.95,1334.1,21506.05
20450.0,1352.5,21802.5
20554.8,1354.85,21909.65
21445.85,1324.75,22770.6
21501.45,1324.2,22825.65
21351.3,1318.05,22669.35
21156.6,1320.6,22477.2
21273.35,1340.55,22613.9
21327.4,1329.45,22656.85
21566.2,1379.15,22945.35
21438.75,1357.55,22796.3
21663.5,1362.95,23026.45
22022.65,1386.35,23409.0
23644.2,1409.3,25053.5
25348.45,1444.2,26792.65
25460.0,1450.7,26910.7
25630.3,1511.0,27141.3
25667.25,1517.85,27185.1
25311.2,1505.45,26816.65
24766.3,1479.05,26245.35
24232.25,1472.05,25704.3
23843.65,1442.0,25285.65
23561.4,1403.0,24964.4
22165.2,1380.65,23545.85
21825.1,1396.9,23222.0
21765.0,1408.8,23173.8
22373.4,1429.6,23803.0
22389.2,1436.6,23825.8
22678.75,1433.45,24112.2
22735.25,1383.65,24118.9
22856.35,1443.25,24299.6
22907.25,1430.55,24337.8
22476.95,1389.1,23866.05
20716.55,1342.95,22059.5
19273.2,1316.3,20589.5
19549.2,1338.15,20887.35
19071.4,1274.85,20346.25
19389.55,1309.1,20698.65
20132.6,1476.6,21609.2
20347.05,1551.25,21898.3
20480.05,1544.65,22024.7
20617.4,1552.9,22170.3
20651.1,1556.9,22208.0
20531.2,1546.1,22077.3
20389.75,1519.95,21909.7
20451.65,1506.65,21958.3
19659.55,1474.15,21133.7
19716.15,1477.85,21194.0
19481.25,1505.65,20986.9
18950.85,1476.7,20427.55
19359.35,1442.6,20801.95
19750.05,1469.9,21219.95
22427.0,1634.8,24061.8
23374.65,1699.65,25074.3
23918.35,1694.45,25612.8
23753.6,1698.35,25451.95
23677.95,1689.3,25367.25
23541.15,1682.95,25224.1
23198.6,1555.35,24753.95
23309.45,1518.3,24827.75
23418.5,1576.95,24995.45
23742.85,1592.1,25334.95
24222.05,1619.7,25841.75
24565.2,1635.55,26200.75
24724.75,1649.25,26374.0
26221.0,1758.2,27979.2
29015.35,1814.05,30829.4
28905.8,1794.55,30700.35
30785.7,1866.95,32652.65
31341.7,1934.4,33276.1
30767.05,1952.5,32719.55
30346.85,1927.65,32274.5
27367.75,1764.5,29132.25
26336.6,1692.1,28028.7
25642.75,1688.7,27331.45
26534.55,1717.55,28252.1
26458.65,1723.9,28182.55
26476.9,1710.5,28187.4
26302.35,1685.65,27988.0
26007.95,1660.25,27668.2
26742.9,1630.95,28373.85
27744.7,1688.9,29433.6
27529.3,1680.2,29209.5
27567.55,1718.4,29285.95
27584.65,1719.05,29303.7
26452.0,1665.85,28117.85
24200.2,1625.6,25825.8
25037.1,1647.25,26684.35
24526.5,1595.5,26122.0
24210.0,1538.0,25748.0
24857.45,1511.7,26369.15
24936.6,1533.85,26470.45
25932.65,1569.9,27502.55
26501.55,1649.65,28151.2
26824.1,1664.25,28488.35
25691.8,1611.0,27302.8
25979.55,1614.15,27593.7
26779.05,1605.5,28384.55
26737.0,1612.45,28349.45
27234.25,1686.55,28920.8
26436.75,1650.8,28087.55
25130.25,1571.8,26702.05
25182.7,1567.4,26750.1
24909.6,1520.3,26429.9
26382.65,1592.5,27975.15
26645.05,1612.25,28257.3
26179.6,1611.2,27790.8
25034.15,1594.9,26629.05
23761.5,1567.0,25328.5
23603.1,1565.75,25168.85
22944.25,1559.85,24504.1
23183.7,1566.9,24750.6
23387.9,1570.85,24958.75
23811.45,1629.9,25441.35
23972.25,1637.65,25609.9
24747.6,1668.15,26415.75
25022.85,1686.55,26709.4
24525.9,1748.25,26274.15
24715.3,1732.15,26447.45
24222.7,1658.85,25881.55
24244.85,1662.15,25907.0
25050.35,1734.25,26784.6
25486.6,1748.2,27234.8
26088.45,1742.2,27830.65
24426.1,1674.4,26100.5
23886.45,1623.45,25509.9
23809.3,1618.25,25427.55
24715.6,1670.4,26386.0
24797.2,1646.75,26443.95
24837.85,1639.6,26477.45
25033.45,1642.9,26676.35
25096.25,1676.25,26772.5
24401.5,1634.55,26036.05
25750.9,1532.8,27283.7
27256.25,1649.1,28905.35
27489.75,1757.6,29247.35
27485.1,1775.7,29260.8
27645.85,1728.1,29373.95
27760.45,1774.5,29534.95
28008.25,1789.85,29798.1
28153.55,1800.25,29953.8
27720.55,1771.9,29492.45
27364.5,1782.45,29146.95
27121.3,1789.4,28910.7
27421.85,1801.85,29223.7
27139.25,1781.3,28920.55
26934.1,1776.25,28710.35
26662.55,1712.0,28374.55
26677.95,1740.05,28418.0
26791.05,1787.75,28578.8
26370.4,1788.8,28159.2
25554.9,1710.8,27265.7
25218.85,1712.1,26930.95
23843.4,1693.7,25537.1
22249.9,1567.6,23817.5
21468.4,1438.75,22907.15
21463.05,1433.6,22896.65
21385.85,1468.1,22853.95
21315.45,1451.45,22766.9
22050.65,1487.3,23537.95
22663.1,1517.6,24180.7
22725.55,1490.1,24215.65
22892.95,1473.3,24366.25
23034.85,1496.5,24531.35
22859.95,1472.35,24332.3
22909.85,1479.95,24389.8
23278.65,1468.35,24747.0
22885.55,1471.75,24357.3
22426.8,1431.85,23858.65
22091.0,1378.85,23469.85
22462.1,1366.1,23828.2
22786.6,1416.35,24202.95
24999.6,1419.25,26418.85
24731.5,1444.2,26175.7
24511.65,1441.75,25953.4
24237.55,1439.85,25677.4
23901.1,1407.45,25308.55
23261.7,1357.25,24618.95
23270.0,1349.9,24619.9
22870.45,1304.35,24174.8
22674.45,1339.45,24013.9
23034.65,1371.8,24406.45
23073.5,1419.45,24492.95
23422.3,1480.7,24903.0
24319.65,1618.25,25937.9
24973.35,1691.85,26665.2
25411.85,1753.2,27165.05
25652.8,1789.05,27441.85
26094.35,1841.7,27936.05
26313.75,1847.05,28160.8
26189.25,1840.1,28029.35
26541.6,1844.75,28386.35
25233.25,1883.85,27117.1
25082.95,1854.35,26937.3
25278.65,1853.3,27131.95
25626.45,1850.15,27476.6
25605.15,1862.45,27467.6
26058.95,1885.2,27944.15
26107.5,1874.2,27981.7
25834.0,1870.35,27704.35
25170.25,1786.9,26957.15
24809.05,1752.7,26561.75
24400.3,1739.45,26139.75
24044.4,1658.95,25703.35
23119.0,1527.35,24646.35
22403.75,1439.1,23842.85
21961.35,1382.1,23343.45
21542.3,1353.9,22896.2
21129.0,1320.75,22449.75
21304.25,1361.0,22665.25
21596.95,1404.5,23001.45
21281.05,1385.9,22666.95
48229.8,1484.4,49714.2
50438.05,1472.5,51910.55
62689.65,1455.95,64145.6
79396.75,1485.25,80882.0
81237.95,1609.65,82847.6
82277.3,1785.2,84062.5
82630.65,2119.3,84749.95
82533.8,2170.0,84703.8
82436.3,2184.4,84620.7
81888.6,2165.55,84054.15
81937.8,2115.75,84053.55
81841.45,2108.2,83949.65
81852.7,2104.15,83956.85
83265.8,2257.2,85523.0
83332.3,2265.4,85597.7
85562.15,2738.5,88300.65
87121.55,3032.95,90154.5
88161.75,3032.05,91193.8
88259.1,3011.8,91270.9
88482.1,3001.35,91483.45
61130.55,2886.4,64016.95
58622.2,2916.3,61538.5
46017.1,2927.5,48944.6
29067.5,2909.65,31977.15
27761.0,2779.95,30540.95
26874.55,2599.8,29474.35
26304.65,2264.85,28569.5
26509.25,2262.65,28771.9
26902.0,2273.8,29175.8
27188.0,2297.85,29485.85
27567.55,2302.25,29869.8
27422.25,2304.2,29726.45
27867.95,2346.35,30214.3
26419.05,2194.25,28613.3
26335.4,2188.55,28523.95
25004.1,1773.95,26778.05
23973.1,1467.8,25440.9
23317.35,1437.3,24754.65
25443.25,1442.5,26885.75
26708.6,1537.9,28246.5
26963.8,1547.8,28511.6
27097.4,1557.7,28655.1
27050.8,1560.6,28611.4
26920.95,1553.95,28474.9
26246.6,1535.95,27782.55
26235.55,1534.05,27769.6
26148.35,1541.9,27690.25
25883.1,1492.55,27375.65
25478.15,1462.05,26940.2
25254.2,1438.05,26692.25
24455.35,1418.5,25873.85
24139.2,1408.55,25547.75
24222.25,1477.95,25700.2
24611.6,1517.95,26129.55
25020.05,1566.0,26586.05
24419.8,1500.75,25920.55
24148.3,1514.5,25662.8
23696.55,1515.15,25211.7
21681.45,1500.45,23181.9
19846.6,1383.7,21230.3
20088.5,1346.7,21435.2
19958.25,1301.45,21259.7
19806.5,1295.3,21101.8
20574.95,1309.05,21884.0
20684.45,1310.15,21994.6
20980.9,1298.6,22279.5
21368.7,1302.3,22671.0
24377.85,1368.6,25746.45
25298.9,1407.5,26706.4
26011.25,1448.1,27459.35
27009.35,1481.45,28490.8
27208.8,1493.25,28702.05
26479.4,1371.35,27850.75
26781.35,1335.4,28116.75
26412.4,1289.6,27702.0
26278.45,1290.95,27569.4
26146.55,1272.55,27419.1
27333.55,1306.6,28640.15
27486.6,1327.65,28814.25
28069.15,1341.65,29410.8
27370.4,1361.1,28731.5
29177.5,1488.0,30665.5
30175.8,1503.4,31679.2
30194.25,1485.05,31679.3
30050.25,1493.65,31543.9
29567.1,1507.15,31074.25
29432.45,1487.3,30919.75
26520.45,1427.55,27948.0
26057.8,1437.0,27494.8
25674.7,1437.9,27112.6
24935.0,1426.25,26361.25
24933.3,1434.25,26367.55
24959.1,1452.85,26411.95
24143.45,1441.8,25585.25
23872.95,1428.35,25301.3
23498.0,1399.2,24897.2
23529.8,1397.5,24927.3
22095.1,1343.3,23438.4
21164.7,1307.9,22472.6
20590.85,1299.95,21890.8
20430.4,1317.75,21748.15
18903.2,1239.75,20142.95
18040.5,1233.35,19273.85
17451.05,1225.4,18676.45
17646.0,1210.9,18856.9
17557.45,1213.25,18770.7
17485.5,1217.95,18703.45
17629.45,1223.5,18852.95
18282.0,1267.05,19549.05
19369.7,1446.45,20816.15
20756.2,1480.7,22236.9
21277.1,1485.0,22762.1
21635.0,1482.3,23117.3
21875.85,1481.15,23357.0
22034.15,1512.2,23546.35
22798.1,1597.55,24395.65
23342.6,1773.65,25116.25
23473.35,1797.25,25270.6
24083.75,1825.3,25909.05
24463.4,1907.05,26370.45
24390.1,1887.0,26277.1
24041.55,1859.6,25901.15
24511.3,1889.05,26400.35
24522.05,1892.6,26414.65
24408.55,1894.8,26303.35
24345.5,1875.65,26221.15
24146.9,1884.65,26031.55
24121.45,1905.95,26027.4
23543.75,1898.25,25442.0
22865.75,1743.2,24608.95
21558.65,1712.0,23270.65
21478.05,1712.75,23190.8
22654.75,1733.2,24387.95
22820.5,1766.25,24586.75
22732.85,1743.2,24476.05
22100.05,1672.5,23772.55
21303.35,1488.4,22791.75
21038.5,1468.35,22506.85
20756.15,1440.45,22196.6
20440.65,1361.5,21802.15
21149.25,1427.2,22576.45
21570.2,1477.95,23048.15
21551.25,1473.55,23024.8
22241.25,1517.7,23758.95
22527.95,1592.35,24120.3
24023.45,1693.0,25716.45
25053.65,1732.45,26786.1
29695.35,2062.6,31757.95
30965.05,2404.25,33369.3
30910.6,2474.25,33384.85
31317.55,2537.7,33855.25
31414.75,2532.05,33946.8
30959.75,2557.3,33517.05
30988.05,2556.9,33544.95
31320.75,2574.25,33895.0
31875.85,2630.25,34506.1
33347.85,2650.35,35998.2
33957.0,2668.1,36625.1
35778.75,2695.2,38473.95
37000.45,2756.55,39757.0
36726.75,2706.6,39433.35
40910.4,2665.75,43576.15
41481.85,2662.8,44144.65
41066.05,2683.6,43749.65
41507.65,2651.45,44159.1
40760.05,2575.4,43335.45
40764.65,2600.25,43364.9
36507.9,2332.0,38839.9
35615.3,1972.9,37588.2
35796.65,1878.5,37675.15
35556.55,1822.9,37379.45
35195.9,1884.9,37080.8
35091.0,1883.25,36974.25
35257.0,1914.8,37171.8
35532.7,1932.4,37465.1
39705.4,2068.5,41773.9
41903.6,2460.5,44364.1
43412.85,2734.25,46147.1
43108.7,2878.45,45987.15
42617.95,2956.5,45574.45
43090.9,3009.2,46100.1
39714.65,3066.0,42780.65
39467.5,3068.2,42535.7
39740.45,3054.8,42795.25
39431.1,3039.45,42470.55
38871.8,3057.3,41929.1
38056.3,2999.4,41055.7
37522.7,2919.9,40442.6
37255.45,2898.75,40154.2
37701.95,2981.15,40683.1
37720.05,2985.1,40705.15
37796.0,2923.45,40719.45
37451.6,2981.3,40432.9
37651.4,2965.05,40616.45
37693.35,2960.85,40654.2
33997.3,2810.65,36807.95
30861.4,2462.85,33324.25
29424.7,2222.55,31647.25
29371.45,2200.75,31572.2
29852.3,2137.35,31989.65
30314.85,2117.55,32432.4
30083.9,2126.9,32210.8
30225.4,2152.75,32378.15
30778.6,2189.95,32968.55
31393.1,2252.45,33645.55
32411.7,2245.8,34657.5
32771.75,2241.75,35013.5
33111.35,2244.8,35356.15
33089.45,2266.7,35356.15
32507.45,2188.75,34696.2
32938.6,2211.15,35149.75
33793.2,2276.25,36069.45
35449.0,2337.05,37786.05
37323.15,2404.7,39727.85
37131.65,2532.55,39664.2
36579.7,2577.1,39156.8
36731.2,2523.2,39254.4
36906.4,2499.9,39406.3
35991.15,2408.95,38400.1
35310.5,2351.85,37662.35
34354.1,2332.4,36686.5
33701.9,2269.6,35971.5
33567.25,2306.95,35874.2
32834.2,2256.05,35090.25
32387.15,2227.65,34614.8
31495.0,2234.25,33729.25
31691.5,2254.0,33945.5
32139.9,2354.0,34493.9
31952.35,2315.3,34267.65
32395.4,2355.55,34750.95
32527.15,2401.95,34929.1
31948.35,2349.75,34298.1
30476.5,2228.2,32704.7
28623.6,2205.45,30829.05
28992.35,2104.2,31096.55
29598.6,2093.4,31692.0
29903.8,2172.7,32076.5
29557.5,2175.85,31733.35
29888.2,2186.2,32074.4
30775.65,2272.15,33047.8
31305.5,2301.65,33607.15
31631.55,2317.4,33948.95
31632.15,2293.6,33925.75
31847.15,2271.0,34118.15
31971.8,2299.1,34270.9
31837.0,2310.25,34147.25
31781.1,2360.35,34141.45
31419.6,2295.15,33714.75
31672.8,2325.7,33998.5
31163.6,2278.55,33442.15
30795.75,2216.6,33012.35
31036.7,2279.15,33315.85
30503.15,2252.75,32755.9
30268.8,2243.7,32512.5
29822.65,2222.9,32045.55
29250.35,2189.8,31440.15
28814.75,2154.9,30969.65
28708.05,2145.15,30853.2
28253.7,2097.65,30351.35
27432.9,2023.85,29456.75
27064.25,2014.4,29078.65
27239.6,2032.45,29272.05
27279.9,1996.0,29275.9
27165.5,2008.85,29174.35
28004.75,1990.05,29994.8
28458.85,1995.7,30454.55
28655.05,1963.0,30618.05
29017.45,1960.95,30978.4
29362.65,1944.9,31307.55
29360.5,1954.35,31314.85
29341.9,1963.05,31304.95
29608.25,1920.3,31528.55
30389.35,1977.45,32366.8
30485.45,1913.75,32399.2
30583.0,1907.9,32490.9
30389.2,1882.1,32271.3
30323.0,1859.5,32182.5
30308.8,1878.1,32186.9
30020.55,1871.05,31891.6
30945.8,1862.55,32808.35
30925.85,1833.55,32759.4
30870.4,1815.9,32686.3
30513.65,1810.4,32324.05
30226.8,1807.4,32034.2
29348.05,1825.45,31173.5
29081.75,1821.1,30902.85
29879.75,1896.2,31775.95
29996.2,1958.25,31954.45
29937.2,2032.85,31970.05
30423.55,2087.5,32511.05
30638.9,2126.4,32765.3
29992.35,2127.25,32119.6
29409.1,2092.1,31501.2
29579.4,2130.4,31709.8
29668.45,2141.6,31810.05
29792.4,2164.5,31956.9
30587.2,2202.7,32789.9
31169.85,2238.5,33408.35
31382.55,2248.65,33631.2
30457.65,2248.55,32706.2
30294.7,2249.95,32544.65
29955.3,2258.05,32213.35
29950.0,2256.45,32206.45
29958.7,2250.0,32208.7
29910.35,2204.55,32114.9
29877.85,2168.65,32046.5
28817.95,2086.05,30904.0
28671.0,1998.15,30669.15
29353.6,1922.5,31276.1
29841.15,1860.9,31702.05
30200.6,1797.15,31997.75
30889.85,1760.45,32650.3
31245.05,1749.3,32994.35
31155.9,1729.1,32885.0
31523.15,1761.65,33284.8
31764.65,1820.9,33585.55
31269.25,1834.15,33103.4
31944.3,1912.3,33856.6
32491.3,2029.05,34520.35
32825.85,2103.3,34929.15
33117.75,2289.9,35407.65
32865.35,2410.5,35275.85
33091.85,2414.85,35506.7
33568.45,2435.0,36003.45
33447.7,2482.05,35929.75
33940.6,2493.3,36433.9
34332.7,2479.4,36812.1
34554.8,2501.4,37056.2
33229.25,2538.45,35767.7
32735.5,2545.55,35281.05
32246.3,2600.9,34847.2
31274.2,2664.6,33938.8
30580.2,2646.45,33226.65
30323.25,2629.55,32952.8
29861.05,2595.25,32456.3
29640.4,2526.65,32167.05
29127.05,2467.0,31594.05
27784.95,2356.1,30141.05
26894.35,2239.8,29134.15
26359.2,2161.4,28520.6
26263.25,2006.55,28269.8
26589.65,1882.35,28472.0
26452.75,1874.75,28327.5
25981.65,1878.2,27859.85
26112.35,1872.35,27984.7
26187.0,1914.9,28101.9
25662.9,1966.75,27629.65
26058.55,1975.95,28034.5
27999.0,1967.75,29966.75
29059.65,1969.75,31029.4
30587.75,1943.2,32530.95
32736.2,1964.7,34700.9
37754.75,2260.05,40014.8
43452.65,2597.3,46049.95
47580.35,2933.3,50513.65
52211.75,3273.6,55485.35
57319.95,3627.1,60947.05
60806.05,3989.25,64795.3
64449.65,4387.1,68836.75
67313.25,4802.85,72116.1
68863.4,5035.55,73898.95
68865.7,5042.1,73907.8
68743.25,5038.95,73782.2
69594.75,5052.85,74647.6
71123.2,5057.9,76181.1
72580.8,5053.6,77634.4
73095.85,5038.5,78134.35
72645.65,5027.2,77672.85
71821.4,4999.75,76821.15
70310.55,5014.05,75324.6
