nb_A,nb_W,nb_A_W
18254,1692,19944
30608,2171,32774
23173,1886,25059
20184,1687,21871
46238,2298,48534
38002,3284,41284
19912,1567,21472
16755,1738,18492
19372,3283,22654
43854,1700,45553
35589,2443,38031
27953,2186,30138
20486,1958,22388
21085,1907,22987
18163,1933,20041
38100,1707,39623
70370,2906,73276
61019,1655,62631
74163,4799,78910
29086,1418,30503
18665,1528,20178
20755,1765,22498
19160,1418,20564
31176,1644,30680
82133,4824,86937
29891,1798,31679
26097,1709,27753
20328,1578,21846
20178,1494,21664
18914,1553,20437
19723,1372,21094
22413,1586,23994
17336,1324,18595
34435,2060,36416
38432,2205,40624
21573,1972,23498
21168,1452,22548
23267,1744,24985
29403,1752,31146
23065,1685,24729
20997,1384,22363
20080,1855,21904
26735,1783,28518
28627,1515,30140
22043,1905,23901
20296,2052,22289
17257,1736,18947
16092,1637,17728
16916,1499,18385
20249,1606,21850
16923,1544,18361
36123,2203,38307
32837,2096,34933
30817,2911,33696
24805,2309,27107
27898,2452,30267
28144,2203,30160
53905,2376,54990
102102,2891,104986
67597,2840,70424
27982,3182,31147
25079,3210,28274
36914,1542,38427
21879,1887,23743
18536,1667,20199
97160,1599,98465
79602,2966,82568
38040,2098,40129
23485,2303,25733
20451,2168,22584
18997,1732,20649
21739,1786,23490
40142,1632,41753
33964,2570,36499
24204,2242,26428
26387,2343,28724
21000,2032,23022
17961,1557,19501
18217,1655,19810
18513,1729,20179
17466,1563,19029
26441,2358,28764
65959,2594,68283
27714,1717,29412
23400,3148,26534
17901,1639,19526
17483,1770,19178
24528,1612,26108
31161,2033,33194
20461,1660,21980
17607,1490,19086
20622,2140,22757
29757,2105,31809
19370,1469,20827
28848,1854,29881
42385,1841,44224
64736,6411,70716
62547,2816,65331
20867,1449,22223
24918,1390,26267
19702,1883,21508
16046,1576,17598
19171,1506,20133
45929,2276,48155
27039,1775,28795
30754,2309,33060
24628,2405,26951
22978,2446,25379
20552,1933,22436
17998,1893,19861
16868,1611,18479
19472,1669,21131
20821,1565,22328
19916,1918,21781
28462,4030,32486
28152,2232,30296
17504,2186,19647
18696,2103,20793
19789,2249,21935
56932,1743,58666
55109,1939,56939
16196,1657,17826
30119,1654,31754
20758,1832,22582
18878,1478,20332
20319,1795,22083
21261,2026,23279
26831,2008,28838
19822,1584,21385
15868,1418,17269
20821,1453,22024
37551,1829,39299
39013,1717,40673
35257,1654,36584
51236,2206,53321
31342,1985,33301
42385,1946,44321
44529,1767,46239
26403,1560,27905
23987,1657,25625
25483,2051,27508
33280,1876,35125
16847,1500,18319
21052,1878,22880
43708,4174,47841
40674,2631,43283
26145,1913,28045
25660,2126,27769
21364,1914,23208
31181,1951,33073
21642,2054,23654
19085,2106,21154
15825,2136,17914
16147,1545,17664
24193,1419,25580
60984,1684,62286
49835,2167,51980
35370,1668,35190
47325,1939,49226
49198,1732,50923
28930,1635,30319
45717,1629,47324
32600,1787,34351
24058,1386,25437
22344,1500,23827
19769,1778,21489
23672,2295,25922
19123,1775,20796
20965,1573,22538
15040,1567,16574
17629,1516,19144
37196,1619,38775
28744,1609,30296
30727,1778,32504
24867,1936,26792
32271,2078,34334
21694,2145,23812
23539,2396,25855
22455,2388,24799
20669,2578,23185
31036,4716,35742
61822,4074,65708
43980,1953,45890
36013,2004,37990
17859,1690,19543
22095,2357,24353
19914,1832,21716
17012,1380,18264
16666,1323,17978
15970,1467,17422
19097,1518,20567
31980,2933,34869
24300,2778,27070
28901,1747,30572
24957,1715,26659
21795,2526,24296
20590,1712,22282
28761,1778,30475
23811,1841,25594
24501,2162,26658
20505,1824,22304
62725,2286,64989
23751,1887,25610
22504,1996,24473
30605,1478,32057
35916,4568,40483
22107,2463,24546
23897,1862,25746
15267,1477,16708
18315,1315,19619
28266,1568,29822
22812,1749,24542
16911,1398,18289
19722,1744,21433
18791,1744,20513
18571,1900,20468
18068,1845,19891
40889,1986,42579
23996,1865,25828
21206,2035,23227
28084,1639,29712
26718,1647,28365
22290,1388,23661
34187,1562,34130
18154,1692,19827
18688,1705,20388
20032,1597,21566
19742,2193,21905
19114,1936,21015
18981,1954,20886
18171,1755,19901
19335,1773,21103
20511,1757,22239
16673,1869,18495
17572,1658,19142
28239,2025,30226
21974,2049,24012
20798,2157,22947
22772,2090,24848
24763,1952,26712
21549,1728,23242
17654,1588,19172
51195,1566,52722
54738,1633,56357
23735,1917,25620
21884,1959,23819
23374,2249,25595
31873,2179,33868
17939,1952,19858
22668,1872,24422
28231,1947,29924
48852,2313,51144
34641,2092,36700
21973,1885,23841
25997,2900,28868
28076,2061,30132
49767,4626,54371
21486,3466,24929
23394,3284,26654
28173,12315,40475
19723,3707,23358
24949,1896,26844
23333,1655,24903
18102,1813,19905
20026,1824,21849
71136,5291,76427
34806,1930,36732
31796,2159,33955
24604,1991,26534
34952,1702,36550
21659,1283,22940
25067,2318,27385
20154,1394,21547
17297,1508,18805
22413,3257,25669
23284,1810,25094
20815,2019,22833
44689,1824,46513
44212,1754,45966
32695,1531,34226
22202,1236,23438
17460,1679,19138
24059,1430,25488
20189,1636,21825
25231,1709,26939
18370,1857,20227
19494,1786,21268
19732,1624,21297
19069,1369,20424
17046,1443,18471
21089,1532,22617
36264,2218,38481
24410,2073,26482
23560,1977,25536
27443,1680,29122
20886,1866,22727
23126,2268,25394
25520,2898,28417
25996,2840,28836
31088,2336,33424
46485,2999,49482
90324,2571,91952
35386,2297,37677
38547,1733,40278
67549,2246,69795
23951,2154,26104
19740,1941,21680
21316,2466,23781
21888,2345,24232
84772,1986,84821
34542,1552,36094
20891,1868,22758
22263,1525,23787
18354,1676,20029
14250,1607,15855
22504,1436,23901
15679,1315,16992
21663,2258,23921
17951,1609,19560
21648,1507,23154
21622,1342,22964
27500,2078,29249
21813,1716,23528
20034,1803,21837
22572,1727,24025
28981,1823,30772
32094,4553,36646
17394,2094,19488
18868,2038,20906
17382,1464,18846
18541,1982,20522
19505,2358,21863
20914,1503,22417
23225,1317,24542
16826,1153,17978
20810,1509,22318
29955,1721,31675
17195,2087,19282
19313,1715,21028
27129,1843,28971
36516,1370,37886
20806,1473,22279
21852,1443,23294
18062,1664,19723
22431,1666,24097
20378,1826,22202
15724,1536,17260
17166,1627,18792
16906,1549,18455
39090,3091,42181
20551,1832,22372
19419,1793,21212
16484,1706,18189
18563,1679,20241
19890,1762,21652
28834,2259,31082
26620,2709,29329
21414,2108,23521
18808,1760,20567
18056,1640,19684
16882,1576,18424
25900,1731,27626
28671,1673,30339
30652,1768,32419
44761,2601,47362
72390,3887,76277
37530,3381,40899
22218,2665,24882
20458,2701,23159
18740,2189,20929
17524,1788,19312
20839,1938,22776
20860,2115,22975
19571,1662,21232
16896,1802,18698
21020,2167,23187
16564,1239,17802
18479,1649,20127
19960,1955,21913
22269,1854,24123
18641,1582,20221
17088,1396,18481
22222,2007,24228
37129,1843,38965
22563,2257,24819
30061,2787,32846
48258,6335,54593
61629,5399,67027
31480,2531,34011
45630,1974,47590
25001,1759,26754
21763,1890,23639
16311,1443,17754
21312,1429,22741
27602,1517,29105
19480,1469,20934
16814,1858,18658
17560,1556,19115
18633,1795,20427
38991,2242,41233
25272,1579,26850
34408,2226,36634
35955,1788,37742
143204,8701,148864
120168,12452,130870
69181,2156,71329
23556,1632,25188
18218,1486,19703
22086,2021,24107
21361,2150,23511
14960,1492,16451
19849,1570,21413
24908,1527,26434
26507,1803,28309
39820,3030,42849
122117,5945,128061
72861,4074,76934
59746,2987,62733
30155,2107,32261
23445,2084,25529
20464,2514,22978
19994,2353,22347
20270,1958,22227
33153,2830,35982
31398,3807,35205
23122,1916,25037
60231,2241,62472
41747,2318,44065
22994,2745,25609
24254,1949,26161
21187,1430,22603
20326,1664,21867
18176,1653,19828
21051,1999,23050
19720,1481,21199
24451,1694,26143
17804,1639,19442
45507,5586,51093
30070,1859,31928
24206,2273,26473
20457,1742,22197
79408,2484,81891
32669,1981,34649
25055,1835,26884
26321,1467,27787
31766,1839,33604
35324,3209,38533
36916,4849,41765
24355,2191,26546
30020,3603,33623
20763,3204,23966
33306,2312,35598
61276,4825,66101
32051,1992,34043
29312,2019,31329
47633,1955,49587
24479,2045,26524
24127,2209,26332
28077,2613,30690
24080,2176,26256
23204,2162,25366
32725,2381,35106
27576,2104,29640
45648,2562,48210
22979,2293,25272
27033,2220,29253
21123,1709,22832
28905,1980,30884
33637,2581,36213
29312,2384,31694
19394,2005,21399
22389,1931,24320
23461,1559,25009
23285,2110,25395
17556,1640,19196
26042,1695,27736
18295,1566,19858
18787,1506,20291
29294,2371,31665
29417,2438,31855
43080,2186,45265
30312,2417,32728
26310,1596,27906
21832,1598,23427
17840,1541,19380
30321,1546,31867
18074,1596,19668
33569,1672,35240
58341,1486,59827
25733,1939,27672
25617,2194,27733
33434,1683,35091
19219,1530,20732
19551,1650,21197
17282,1479,18761
22920,1566,24485
26754,1662,28410
16965,1447,18412
17086,1468,18554
18656,1702,20358
19378,2172,21504
15244,1369,16605
17995,1324,19252
32817,1488,34299
24183,2101,26284
26282,1738,27990
26468,1832,28295
23621,2020,25641
20320,1390,21709
22790,2057,24846
24351,1847,26190
28536,2241,30777
25776,2152,27922
25092,2367,27459
22156,1705,23861
24563,2574,27137
38658,1653,40310
22406,1613,24019
17518,1906,19424
17903,1882,19782
20440,1825,22264
22729,2130,24859
24312,1763,26075
20218,1871,22088
21571,1761,23294
43051,1671,44718
23857,2844,26700
20198,2430,22591
19240,2105,21345
19100,2251,21348
24199,2154,26347
32039,2339,34365
27677,1842,29511
26374,2008,28381
21330,1999,23325
23475,1772,25208
22803,2150,24928
27511,2003,29510
21241,1811,22589
27250,1645,28867
20607,1939,22379
28768,1976,30728
32241,1854,34027
40795,2390,43176
36548,1792,38087
39143,1845,40777
18532,1675,20188
19789,1573,21327
24717,1692,26284
67637,2391,70004
44500,2265,46707
32179,2267,34434
26659,2213,28763
22695,1793,24483
18262,1787,20005
18742,2287,20958
26911,1885,28769
21975,1819,23768
20070,1717,21730
21581,1783,23361
24437,2320,26655
24365,2183,26533
25468,1792,27216
26965,1640,28589
17204,1539,18680
16409,1574,17983
20505,1662,21608
31547,5733,37273
20035,2128,22154
19793,2056,21838
23262,2724,25946
32879,2431,35281
29849,4571,34395
45893,3867,49749
36382,6448,42781
34951,6476,41411
22939,6168,29069
24259,1917,26114
24005,1248,25252
21056,2007,23008
47907,1992,49877
34236,2674,36882
26519,1905,28396
24339,1883,26214
17689,1426,19082
21933,3022,24916
50056,1555,51598
21593,1599,23191
24051,1521,25571
21280,2187,23467
23983,2076,26017
20799,1876,22673
18314,1697,19971
22995,1752,24728
19126,1753,20879
34154,2229,36339
27331,2067,29291
22152,1534,23663
19915,1554,21444
23114,1790,24870
23256,1393,24621
29232,2078,31295
24977,1873,26827
20645,1617,22223
22731,1779,24499
26196,2430,28620
36396,1540,37915
24703,1608,26180
24893,1963,26798
24340,2104,26195
64784,1895,66669
64513,3240,67744
31429,1755,33111
22902,1680,24546
18965,1922,20830
23881,2418,26286
36111,2206,38313
31026,2229,33241
27024,1455,28452
21263,1858,23118
17708,1994,19683
19885,1927,21779
20981,1651,22610
24090,1610,25651
21120,1699,22813
24011,1751,25761
37181,1702,38838
30904,2420,33304
16517,1791,18302
17047,1620,18642
18594,1542,20126
18366,1638,19963
24050,2292,26268
45009,3245,48225
33721,2021,35741
21358,1785,23143
20273,1709,21931
22333,2585,24918
20769,2125,22826
25264,1504,26709
18704,1322,20005
19359,1508,20817
22036,1557,23465
28767,1983,30730
20499,1642,22072
22570,1863,24402
32032,1994,33935
36117,2618,38730
38793,1557,40174
19181,1636,20808
28305,1429,29634
40632,2276,42907
20995,1750,22709
23329,1624,24925
25710,2209,27840
19754,1616,21199
19172,1882,20960
16255,1519,17757
18349,1512,19860
19488,1399,20862
19772,1819,21480
36105,2565,38668
34159,2797,36771
21630,1860,23488
20587,1802,22389
19130,1529,20649
33051,1564,34615
23630,2203,25798
26198,2534,28653
25001,2691,27692
18519,2408,20926
51993,1648,53641
42672,1545,44217
22691,2249,24940
18521,1956,20476
14922,1461,16372
18572,1723,20169
29558,1909,31465
20427,1713,22139
20568,1719,22287
24320,1742,26057
55316,2337,57652
21192,1602,22793
21610,1842,23451
17285,1971,19256
18202,1632,19832
27619,1553,29165
23813,1747,25501
21264,1411,22611
19191,1541,20727
21143,1861,22988
20427,1636,22062
19122,1530,20629
27375,2013,29387
17137,1646,18782
24548,1646,26193
32472,1598,34069
14895,1318,16213
19538,1474,21009
18107,1941,20048
27733,2048,29769
22684,1934,24611
18911,1601,20316
42309,2010,44309
23650,1555,25155
20111,1522,21618
27202,2106,29307
29639,2199,31817
23553,1979,25519
26628,1782,28249
47336,1491,48809
23565,1922,25470
21770,1482,23224
18664,2270,20932
25434,2485,27898
30954,2583,33516
24998,1981,26947
23638,1322,24940
17614,1437,19014
29018,1441,30443
21123,1322,22445
19443,1383,20802
21499,1361,22609
22668,1869,24536
18610,1671,20247
15589,1238,16823
15632,1212,16784
22840,1278,24085
17079,1463,18519
15531,1323,16778
14762,1822,16549
19513,1490,20941
27936,1581,29516
63924,1419,65239
23761,1982,25619
21885,1522,23407
21900,1586,23470
14203,1268,15467
13885,1116,14933
18791,1598,20248
22903,1765,24653
21404,1442,22800
21513,1430,22923
22231,1774,24002
19538,1507,20951
34256,1757,35950
28479,1589,30025
30696,1826,32497
30457,5153,35573
19887,1728,21606
21388,1499,22861
23392,1790,25160
28279,1741,29844
25507,2202,27657
20869,2224,23024
19866,1583,21448
19193,1483,20632
17436,1611,19038
18188,1398,19443
32070,2084,34034
28251,1419,29623
29907,1439,31322
16439,1598,18032
22746,2040,24786
33680,1679,35306
21202,1684,22869
20575,1524,22046
21184,1640,22665
31473,1592,33061
24162,1826,25968
29902,1662,31558
54032,1711,55261
29048,1432,30376
21762,1525,23285
22719,1909,24582
26327,1837,28141
19626,1541,21151
23160,1745,24904
20490,1348,21695
26934,1885,28804
42762,4530,47286
25813,1958,27765
22703,2167,24712
28859,1883,30544
27976,3106,30817
20965,2015,22860
27494,1821,29216
48284,2733,50985
55221,4878,59587
36070,3299,39359
32750,2127,34830
36633,1906,38161
24446,1824,26087
32013,2024,33973
73547,1925,75465
29716,1728,31117
24768,1480,26017
44604,2017,46618
28068,2144,30095
26524,1865,28186
24243,1529,25770
31390,2026,33267
40756,1686,42341
39059,1959,40866
41053,2928,43888
36349,3462,39588
28645,1973,30587
22491,1847,23635
25994,1996,27947
21630,1779,23382
25003,1852,26782
22831,2769,25576
20519,1966,22389
28328,2236,30558
21255,1791,23031
24336,1687,26018
19892,1785,21668
17378,1658,19021
19919,1714,21585
32446,3516,35912
34056,3768,37554
41972,1724,41278
34385,1783,36045
61861,1864,63561
51895,2020,53912
24827,1778,26432
33309,4301,37606
32264,2490,34748
35469,3908,39339
36031,3647,39276
24921,2191,27111
24421,2218,26606
48471,1543,49895
22848,2211,25015
21033,1816,22822
30411,4835,35245
24987,2365,27351
22920,1967,24797
20148,1519,21604
28267,2670,30867
21251,1721,22906
24224,1602,25769
24842,1709,26540
28449,1913,30354
24041,2248,26216
22834,2413,25202
22547,2148,24694
31562,2216,33223
28758,2014,30662
26039,1943,27967
24448,1693,26070
24694,1826,26517
25764,1891,27634
22381,1662,24032
33430,2246,34424
64852,2173,66047
29625,1409,31027
23868,1889,25755
22226,1553,23748
25528,1872,27367
21426,1716,22989
21398,1718,23082
42821,2378,45198
30642,1920,32515
32741,1862,33793
31095,2598,33667
28000,1681,29646
24774,2035,26765
43670,4925,48564
40205,2525,42632
45873,3383,49082
28612,2026,30638
26234,2302,28529
31054,2162,32999
32272,2551,34810
24666,2566,27229
22119,2061,24178
22241,2098,24281
24656,1803,26443
24812,1615,26422
24279,1303,25528
22855,1991,24835
24559,2489,27020
38648,1668,40089
32190,1409,33209
26411,1822,28211
23881,1842,25712
27119,2207,29308
23936,1652,25385
37697,1814,39491
21979,1800,23763
32150,2424,34513
39674,2089,41748
57547,2202,59197
39572,2747,42270
36700,3586,40260
40729,3148,43503
29995,1950,31752
27941,3823,31759
22566,1993,24533
17299,1829,19122
35274,2331,37587
24542,1891,26392
57935,4095,61739
36380,3793,40167
45756,4036,49710
40001,1623,41571
26795,1902,28696
57815,2751,60300
102111,55743,157095
330478,24503,351327
396870,109246,506116
252198,426313,677325
229648,28731,257312
238053,28406,264833
162656,18660,179581
168749,23003,190842
179054,18716,195891
102750,16594,117908
128888,12044,139583
132342,13172,144370
173785,15970,189586
109079,12328,121397
111277,16603,127861
77248,3615,80849
73899,3896,77788
88462,8276,96475
59984,5532,65496
57055,2830,59849
51293,4410,55401
53370,2421,55407
66306,3912,70197
90050,3641,92768
55715,4787,60394
72035,3990,76020
70019,3683,73639
68062,2934,70972
95700,8483,104164
83836,4543,88379
60243,3511,63582
88933,5420,94352
71683,3548,75011
60849,2557,63385
58537,3395,61817
55240,2762,57996
76869,2751,79552
45156,3349,48483
48163,2583,50735
51554,4386,55916
61187,2708,63825
54563,2915,56507
39240,3924,43149
56722,5370,62087
51259,3075,54298
70050,5992,76035
49534,2714,52242
41242,2830,44046
51153,3291,54437
37794,2541,40264
26854,1833,28635
29051,2138,31166
33617,2324,35938
75473,2415,77881
54960,4579,59409
57756,2836,59963
88698,3075,88924
52110,4131,56236
76679,131075,207715
62944,5045,67559
32943,2979,35920
26979,2428,29384
36197,2941,39118
41394,2600,43993
51446,1881,53327
37927,4783,42697
31586,3375,34944
31939,3154,35088
53551,2409,55894
79015,2638,81643
31083,2625,33678
31831,3166,34990
56747,4381,61125
27983,2405,30367
48606,6040,54631
31996,2573,34556
30768,3074,33747
31140,3180,34310
35322,2643,37961
39480,2633,42113
73883,8651,82479
52062,2653,54354
40574,2460,43021
57358,3941,61275
56207,3868,60075
47950,4426,52360
52688,3514,56201
47408,2827,50231
55668,4118,59549
47976,3202,51168
46717,2429,49121
50927,3361,54285
40090,2548,42622
42791,1911,43971
37797,2210,39898
35948,2458,38404
24203,1924,26116
41459,1842,43301
24031,1980,26009
33245,1915,35027
26423,2167,28588
41312,1914,43211
43281,1912,45102
42722,2871,45533
33053,3786,36797
29428,3284,32705
31589,2066,33626
61945,2563,63769
82014,2038,83957
63081,2078,65062
39861,1878,41598
56853,117949,174679
38561,2552,41108
37689,3085,40660
30973,2600,33477
24858,1853,26675
30776,2130,32845
25805,1913,27567
28548,2107,30603
26677,1769,28295
38078,2131,40159
33616,1939,34574
57786,3287,60832
35385,2925,38264
31759,2008,33727
29076,1766,30694
27896,1702,29526
36755,3411,40011
38462,3374,41835
51939,2216,54124
64441,1513,65944
25441,1988,27402
21416,2091,23507
30298,2157,32412
25174,1925,27021
27370,2706,30022
34281,3049,37249
40819,3932,44694
36155,2389,38516
22605,2290,24862
25269,1876,26438
45855,5917,51536
30170,2210,32344
32239,2416,34609
55654,2153,57777
34430,2483,36874
35197,2120,37196
28676,1951,30627
24637,2080,26636
42106,2625,44620
50673,4545,55049
33929,3493,37365
31838,2959,34755
26967,2709,29544
32485,1809,34284
25139,2223,27347
21655,1970,23582
34075,3085,37160
39270,3004,42270
50603,4005,54435
33432,3617,37049
36160,2875,38994
26797,1724,28419
26048,1790,27499
31433,2060,33451
30442,2813,33248
31296,3808,35104
34843,3198,37998
58154,3736,61871
98193,7571,105762
420230,24750,444383
296914,19857,316771
220227,23745,243972
183476,29122,212581
204945,27291,231495
231828,21871,253377
179115,25769,204820
218670,19273,237941
199622,25755,225350
194667,20601,214414
110880,13374,124241
83271,16175,99434
57241,10057,67297
70182,11778,81958
93443,4394,97836
144464,4667,148729
128269,5067,133336
66761,2330,69075
186854,8425,195272
98701,4732,103433
131668,3894,128938
328217,2524,330741
58085,3210,61294
41635,2052,43681
63639,1906,65533
43451,2288,45739
59035,2772,61806
51955,2216,54170
59865,2454,62318
69577,2607,72184
46611,2267,48878
59570,1953,61120
67499,4819,72316
51248,2367,52696
43921,3223,47109
36865,2440,39285
31699,1983,33682
33441,2066,35507
32818,3135,35953
25731,3258,28989
26794,2786,29580
48330,3229,51559
42467,2099,44566
39396,2163,41558
30860,2166,33015
21899,2694,24592
29126,1911,31037
23760,2601,26361
28477,1971,30446
29493,1797,31288
24141,2054,26195
22194,2689,24883
31733,1867,33600
31843,2112,33955
28447,3795,32241
21768,2166,23933
29018,2471,31483
20648,1942,22590
23361,2028,25389
29656,2194,31849
42165,2881,45045
25275,2402,27677
18967,2142,21057
36751,3974,40725
19152,2031,21182
21800,2564,24364
17604,2062,19666
58891,1515,60388
52979,1909,54858
33391,2794,36179
44493,3902,48395
58592,2445,61028
38929,2679,41607
111129,3220,114349
46757,2810,49566
98688,2562,101250
41629,2656,44285
23919,1911,25829
25106,1943,27049
24315,2590,26905
21256,1869,23124
25996,2100,27978
99404,2595,101999
43323,1731,45030
22731,1985,24715
21139,1652,22786
27569,2692,30261
26133,2646,28772
28408,2510,30911
23008,2669,25676
19870,2576,22445
27120,2295,29414
45720,2400,48096
47886,4670,52551
34082,3208,37289
32666,2399,35065
33183,2534,35717
21155,1763,22895
24132,1856,25958
19663,1978,21594
19832,1696,21496
21526,1587,23056
27218,1765,28969
24473,1609,26080
27639,2327,29937
27445,3052,30474
27373,2918,30289
21711,2056,23751
24798,2383,27169
25428,2238,27609
26065,2345,28353
32548,1763,34302
34271,2122,36337
43320,2759,45589
53648,2558,56162
64673,2829,66874
73846,2508,76306
42910,3277,46180
26211,2802,29007
17386,1795,19167
44456,2699,47155
44966,2920,47875
20236,2025,22246
22515,1870,24376
20141,1955,22092
32260,2275,34513
22440,2048,24452
20960,2244,23190
21351,2156,23441
23923,1899,25788
18270,2114,20380
37037,2402,39434
33989,2814,36800
26284,3292,29555
24342,2308,26633
19541,3945,23475
24511,2055,26566
25973,2117,28087
18222,1549,19748
27638,1933,29553
22140,2477,24607
21342,2707,24019
21478,2159,23636
33709,2574,36269
57786,2006,59779
36823,1689,38510
37809,1607,39378
21989,1682,23653
28079,2653,30732
21389,2518,23901
23664,2442,26095
25745,1999,27736
24905,1820,26610
39306,5314,44610
23375,1958,25333
18891,1810,20698
22247,2050,24283
25313,2766,28053
31838,2638,34472
30994,2568,33437
17510,1692,19196
23185,1972,25153
18948,1634,20541
21581,1759,23327
29472,2139,31569
17131,1533,18637
24187,2212,26353
19591,2051,21633
19634,2258,21808
33838,2313,36146
23660,2518,26165
22413,2226,24637
38198,1714,39871
25246,1661,26809
25368,2321,27665
25344,2014,27334
30979,2490,33440
19584,1710,21264
24818,1745,26534
19780,1857,21613
22461,1912,24248
33400,1995,35349
48458,2466,50924
21570,1792,23322
23920,2395,26309
18272,1985,20246
30927,2473,33350
32177,1953,34068
29403,2215,31531
21654,1713,23360
24946,2101,26997
22487,1993,24260
40121,2097,42171
25260,2251,27510
24473,2430,26890
42048,1839,43664
31552,2076,33621
24362,2091,26420
24506,1574,26080
22057,1662,23523
18628,1682,20258
17182,1743,18900
25931,2354,28281
21066,2193,23237
38262,1923,40185
85723,2804,88484
47171,2234,49387
21570,1973,23517
22476,2394,24866
21413,1517,22924
27828,1834,29643
18860,1933,20786
48181,2096,50253
56481,4614,60341
31744,2536,34184
22569,1840,24361
23708,2260,25880
31226,1728,32943
34878,1752,36625
28789,1677,30446
32215,2281,34492
26245,2324,28552
57477,2537,59927
30244,2557,32788
37866,2039,39905
27930,1832,29744
38324,1802,40125
32015,1934,33912
27978,2563,30498
30109,1686,31774
20318,2381,22657
27757,2555,30246
52101,3231,55305
65503,2565,68055
61528,2047,63293
42618,1557,44066
27887,1851,29738
22587,1900,24464
24238,1764,25996
28057,2813,30786
26166,2008,28165
28341,2616,30943
22554,2199,24698
44895,1387,46189
27653,1673,29325
19203,1852,21005
27468,2009,29355
35874,2673,38455
30247,3082,33222
20181,2327,22484
22565,1845,24364
110894,4760,115399
44920,2034,46949
26737,2793,29524
22154,1776,23897
25861,1812,27651
25404,1948,27349
24802,1629,26327
48067,2187,50254
30068,1718,31738
42944,2751,45658
29601,3987,33574
27955,4107,32008
22653,2616,25267
21816,2362,24156
33826,2335,36102
67239,2198,69368
174203,1660,175861
32429,1634,34047
23332,1736,25063
18727,1459,20172
17339,1420,18733
81440,4373,85813
34113,2599,36708
25276,2453,27652
27485,2114,29326
29273,2592,31864
86482,4558,90804
120390,3586,123961
59489,1604,61093
31300,2153,33435
29296,2162,31327
28145,2312,30447
23781,2413,26142
27827,2082,29862
34132,1796,35831
27142,1749,28781
44037,1748,45628
26282,2030,28312
30833,2786,33616
24527,2082,26596
20790,1748,22485
31195,2465,33616
27606,1944,29451
35239,1986,37225
60210,2450,62633
25460,1919,27347
19874,1562,21393
22590,1512,24082
23485,1569,25019
25169,1766,26885
35052,3734,38696
228364,4755,232922
